name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery
Connecticut Family Dental,info@ctfdental.com,+1 203-574-2725,http://www.ctfdental.com/,"171 Grandview Ave # 103, Waterbury, CT 06708",Waterbury,Connecticut,Dentist,4.7,535,,https://search.google.com/local/reviews?placeid=ChIJpe8ExUrA54kRTMvKMv7emkg&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Manchester Dental Group,manchesterdentalgroup@gmail.com,+1 860-661-4000,https://www.manchesterdentalgroup.com/,"419 Middle Turnpike W, Manchester, CT 06040",Manchester,Connecticut,Dentist,4.9,779,,https://search.google.com/local/reviews?placeid=ChIJQ7_2V21X5okRZIZHKtHl8Os&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Manchester Dental Group,info@manchesterdentalgroup.com,+1 860-661-4000,https://www.manchesterdentalgroup.com/,"419 Middle Turnpike W, Manchester, CT 06040",Manchester,Connecticut,Dentist,4.9,779,,https://search.google.com/local/reviews?placeid=ChIJQ7_2V21X5okRZIZHKtHl8Os&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Dentist in Farmington CT | Advance Dental | Emergency and Oral Surgeon,advancedentalfd@gmail.com,+1 860-673-2455,https://gorgeoussmilesdental.com/locations/farmington/,"15/A New Britain Ave #3, Unionville, CT 06085",Unionville,Connecticut,Dentist,4.2,70,,https://search.google.com/local/reviews?placeid=ChIJN0gPO5Cv54kRy2PJ8vBXBsc&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Dentist in Farmington CT | Advance Dental | Emergency and Oral Surgeon,archdentalcarenorthampton@gmail.com,+1 860-673-2455,https://gorgeoussmilesdental.com/locations/farmington/,"15/A New Britain Ave #3, Unionville, CT 06085",Unionville,Connecticut,Dentist,4.2,70,,https://search.google.com/local/reviews?placeid=ChIJN0gPO5Cv54kRy2PJ8vBXBsc&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Dentist in Farmington CT | Advance Dental | Emergency and Oral Surgeon,churchstreetdentalofchicopee@gmail.com,+1 860-673-2455,https://gorgeoussmilesdental.com/locations/farmington/,"15/A New Britain Ave #3, Unionville, CT 06085",Unionville,Connecticut,Dentist,4.2,70,,https://search.google.com/local/reviews?placeid=ChIJN0gPO5Cv54kRy2PJ8vBXBsc&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Connecticut Family Dental Group,mailbox@ctfamilydentalgroup.com,+1 860-756-5423,https://www.dentist-rocky-hill.com/,"88 New Britain Ave, Rocky Hill, CT 06067",Rocky Hill,Connecticut,Dentist,4.9,279,,https://search.google.com/local/reviews?placeid=ChIJ5Qy-H-9M5okRSwCc5hZaNGw&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Smile Dental Center,office@smiledentalcenterct.com,+1 203-712-7726,https://www.smiledentalcenterct.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic,"1000 Bridgeport Ave, Shelton, CT 06484",Shelton,Connecticut,Dentist,5,717,,https://search.google.com/local/reviews?placeid=ChIJa2gnjXfg54kRu3zvyaG2T9M&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Connecticut Family Dentistry,info@ctfamilydentistry.com,+1 860-646-1704,https://ctfamilydentistry.com/,"945 Main St STE 101, Manchester, CT 06040",Manchester,Connecticut,Dentist,5,273,,https://search.google.com/local/reviews?placeid=ChIJJyIGIGBX5okRnhajMBPGhGU&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Connecticut Family Dentistry,ctfamilydentistry@gmail.com,+1 860-646-1704,https://ctfamilydentistry.com/,"945 Main St STE 101, Manchester, CT 06040",Manchester,Connecticut,Dentist,5,273,,https://search.google.com/local/reviews?placeid=ChIJJyIGIGBX5okRnhajMBPGhGU&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Columbia Dental,graciela.panuncio@columbiadental.com,+1 860-743-9032,https://columbiadental.com/p/dentist-Manchester-CT-Manchester-p73927.asp,"483 Middle Turnpike W STE 309, Manchester, CT 06040",Manchester,Connecticut,Dentist,3.6,487,,https://search.google.com/local/reviews?placeid=ChIJm0b-ZBJX5okRkrcGgAv271I&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Columbia Dental,tehvgm@gmail.com,+1 860-743-9032,https://columbiadental.com/p/dentist-Manchester-CT-Manchester-p73927.asp,"483 Middle Turnpike W STE 309, Manchester, CT 06040",Manchester,Connecticut,Dentist,3.6,487,,https://search.google.com/local/reviews?placeid=ChIJm0b-ZBJX5okRkrcGgAv271I&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Columbia Dental,pooja.palaksha@gmail.com,+1 860-743-9032,https://columbiadental.com/p/dentist-Manchester-CT-Manchester-p73927.asp,"483 Middle Turnpike W STE 309, Manchester, CT 06040",Manchester,Connecticut,Dentist,3.6,487,,https://search.google.com/local/reviews?placeid=ChIJm0b-ZBJX5okRkrcGgAv271I&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Hawley Lane Dental - Dentist Stratford CT,bill@hawleylanedental.com,+1 475-335-8404,https://hawleylanedental.com/stratford-ct-new-dentist-specials-near-you/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmbwebsite,"475 Hawley Ln Suite 9, Stratford, CT 06614",Stratford,Connecticut,Dentist,4.9,700,,https://search.google.com/local/reviews?placeid=ChIJ64fiApAL6IkRN1S30nbPNwg&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
Hawley Lane Dental - Dentist Stratford CT,office@hawleylanedental.com,+1 475-335-8404,https://hawleylanedental.com/stratford-ct-new-dentist-specials-near-you/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmbwebsite,"475 Hawley Ln Suite 9, Stratford, CT 06614",Stratford,Connecticut,Dentist,4.9,700,,https://search.google.com/local/reviews?placeid=ChIJ64fiApAL6IkRN1S30nbPNwg&q=*&authuser=0&hl=en&gl=US,,,reviews,"dental office, Connecticut, USA"
